,name,0,1,2,3,4,5,6,7,8,9
0,9336923,-180.70391997130776,-58.38383291313181,-68.11210075266605,-79.42039166442228,59.796776510388646,-3.358001592674295,-1.2554991213284943,44.53087106177202,-19.217972842424494,44.24543457128262
1,9336923,-165.447990860056,-44.125707376052816,-58.36753396843588,-79.3810524479037,43.91982086074378,-8.255284153041007,15.310891166380696,53.75604191866981,-4.570158790437517,41.08866061184792
2,9336923,-160.54509415259975,-45.51911140127655,-62.8669508294212,-83.03754753330728,36.19325990125844,-16.06312134411973,12.279954735576911,47.83605619394804,-4.825340568737339,42.27309329806913
3,9336923,-161.96346171109633,-43.75527497007593,-59.70124672648745,-85.591020916499,39.652835241976994,-10.897088622872133,14.586284710640347,43.74168096247547,-10.275392315266895,45.290902501504455
4,9336923,-161.78747598724544,-43.6303000090373,-60.460648613210104,-82.11273160361944,42.36139713546049,-11.038254243656937,17.509130706531575,47.224502275129346,-5.353390608180661,43.01170941689677
5,9336923,-159.17248446817445,-43.77844630106095,-59.99646158153426,-89.17940745163457,43.193169999762496,-10.382327495406287,15.11570351100874,48.44412126002117,-9.786401195323293,41.82510195922267
6,9336923,-154.52803097229375,-46.161292463541606,-56.17614156946851,-87.96017943781962,44.53669931681141,-7.839946463897281,15.948291679752426,42.793633979298434,-16.23422090862314,47.32488981341227
7,9336923,-159.65575756514477,-43.48778016335231,-56.14875424412291,-85.82053059760939,42.58646737284461,-9.452689059080036,20.187279996860617,44.770088446399214,-8.675805608799816,46.48540963555302
8,9336923,-155.15020753192272,-41.72901414476988,-61.570787669627244,-82.36993333309708,38.48066453284991,-11.673997005162654,16.40252430537608,36.98904503522722,-4.978718224163924,45.11800048339949
9,9336923,-152.4816309775447,-39.0764999217058,-62.98969298522587,-88.07077212381922,39.508738403975286,-19.862402588703468,8.996796158945314,37.290446550960255,-2.217746798601599,44.85402015521705
10,9336923,-151.39793458298158,-44.8619552911408,-59.94568863648528,-90.75774888600759,49.785758208612705,-8.419541122506452,19.325597523221955,45.8526106957278,-12.947762673409821,49.14101238396975
11,9336923,-186.54498135126155,-49.493026495335855,-70.95268351311577,-85.40854133688053,50.28411588500572,1.4622466461665553,9.263761888307766,46.297048161661984,-4.944360947196056,45.358907783700246
12,9336923,-161.8422352184424,-45.994294010100475,-62.90627539559953,-91.45103133421321,51.52247236201401,-3.4091302288125007,19.20893087989514,46.541287821391954,-12.199974049005862,50.20070978818933
13,9336923,-178.31834474831194,-52.23021702161273,-71.61449326110683,-80.988586332414,48.60327656432331,-8.580659712245168,10.436830227716008,50.58373409176867,-11.344278449164655,46.43369242244743
14,9336923,-163.53510118245435,-45.758084690890925,-61.91438511441139,-79.4299269253638,38.017303634061506,-13.207651940571175,14.954799877855944,58.39261352060467,-1.5936932029513855,45.18488654161005
15,9336923,-157.90571673620488,-49.07967296553196,-56.9738160860957,-80.23889734726056,38.71340353754243,-9.670054860333053,13.857122277682695,53.77151094575209,-11.149420052164178,49.479757457007835
16,9336923,-161.72896216009408,-46.12178874490009,-54.893378690064004,-79.67918498915401,38.36110579277989,-10.148883212544558,18.06996996028979,57.551697791616185,-7.686680313410452,51.43959918578862
17,9336923,-160.929534333868,-46.57289464732514,-58.18626180858222,-79.20803107168177,34.7267803446172,-13.761564604019995,13.189950130656268,52.85878167023142,-8.271056490821113,49.59725542742809
18,9336923,-162.10672966733705,-47.259194569563874,-60.216023615570506,-80.91425949002144,39.35262883971881,-15.410754367501756,13.278506721322106,47.55327565753974,-9.34198575294375,46.88826495135001
19,9336923,-167.326975835479,-46.53278693636899,-60.884195208785044,-81.62862893868146,42.2811220434869,-9.993825627977966,14.229961515643772,50.99429824040478,-6.441025470937561,41.08944565558125
20,9338535,-101.40001172606253,95.99543981439741,87.74239167123754,80.3953491672045,57.86653768638679,-15.691373492930875,58.46779214987336,-66.20686667438568,18.79124871282963,29.070462421609385
21,9338535,-89.59194844355511,88.9964702695859,59.91130894724131,85.6899298923087,41.98263762544224,-7.388794757846998,77.12741028974608,-24.91352843641842,29.36491728529228,-9.240405899709096
22,9338535,-105.41441368960197,76.25706239888099,76.77641235626815,101.54119405176782,42.59921734317889,-8.569847523309722,72.76395262834484,-38.839193156503974,24.74290814874049,8.355597922854601
23,9338535,-104.64345776694466,82.9981812408707,82.42557821019055,85.93106488004744,53.47657122340047,-11.043839361049255,64.9895651250473,-59.92963376517545,16.334227552869685,26.12748284708566
24,9338535,-112.04385753672548,85.66297551838073,91.63710554010802,91.90238904203585,50.45343813559568,-14.732673193310442,60.925185348146734,-68.73572417914576,22.433330471284588,24.214214004776757
25,9338535,-111.31072070251884,89.18930829934305,99.70491491128308,94.2211002667641,51.72062131058382,-16.27449550935161,55.83991220722973,-74.21371548393117,21.937246095784218,28.300886996532363
26,9338535,-112.07455735062076,86.60876438680708,95.6957470311476,97.91382530980269,49.514529929157746,-16.155935895010685,62.180160823761604,-70.68860290989463,24.407916135329305,29.522167724362138
27,9338535,-112.14545694423344,87.89475010117224,96.64031161782675,96.26378112845644,49.895541250303935,-19.46250330486699,60.16681260065312,-72.88419562833612,23.9346363033999,28.96530025908948
28,9338535,-114.12203202879422,89.91891876151394,96.57323060541424,97.2617118030392,47.538904500522584,-16.479723460947483,63.255649146009254,-66.00204752592406,23.343804307886604,27.415484588317966
29,9338535,-113.00069727155321,86.66605139815955,87.0309115335658,89.2163760268579,47.69253348868493,-16.16979135389808,69.30573815104066,-65.67776491496585,23.591516173916926,26.985038307348564
30,9338535,-111.18570664573915,87.37820053681143,88.6057576515513,91.14529748936214,50.034903174387246,-14.956679028584816,67.497258890412,-60.521913773747386,24.435349861205623,25.501638436598263
31,9338535,-104.03590491694095,98.77723869018007,89.59130110215474,76.33267710773458,62.88239960711209,-16.556201940172905,51.072584957681194,-69.63156137458347,13.680910474562562,31.680371441662587
32,9338535,-117.67466462934844,85.35486212226373,87.5253812358138,103.5459252806184,43.89121000741585,-16.051356074109094,72.97928484390633,-50.21737585997534,37.48442445431293,20.603720456389407
33,9338535,-104.06774706457249,100.58780738798421,90.2129146640192,76.24250321259807,61.914991011900796,-17.802390989581326,49.70762122328562,-72.03100347689899,13.644273534035715,34.80802016661674
34,9338535,-101.70714489180072,99.58573459260924,95.61915694897047,79.49816676446102,61.39741993354093,-15.374581474631189,48.37661969344531,-73.98490099957245,16.724465086108413,33.32134853673759
35,9338535,-107.38282441355732,98.05956798778342,92.70854956466661,78.47652537474565,59.91418972802968,-15.40223943382221,51.91442283706541,-72.99001754888788,17.82512572429588,33.30039980693361
36,9338535,-105.93749987557625,95.16702354993372,91.39027499301818,76.31306066283739,59.131729715597196,-16.862992653078745,53.58983440876432,-76.70646895480145,17.411717225350937,32.743560665549225
37,9338535,-103.69071740668268,94.3195864051334,88.78789311981122,74.62589408106061,59.73251395664555,-15.205454418570389,55.63886704986147,-72.00828024048916,19.902529683253046,30.040005026382794
38,9338535,-106.44099472220275,92.4448513717075,86.99502531474633,73.16297675735296,60.12101677342465,-14.482972409904736,57.88953362557514,-69.4387242418207,17.113749738287,28.3674945143628
39,9338535,-99.51267305729384,98.5102940677454,83.21309055343897,78.41013751122244,49.1150981276889,-7.717893227814123,62.9640254669913,-56.54786554473796,18.568730464230075,20.44939928701398
40,anpage,-135.95261686801172,227.70954153653116,-58.34754523163683,1.4967425523277456,65.4544070780327,-6.940341929512293,4.581054779647095,-32.40320961463119,31.00821699822042,0.9202908660981772
41,anpage,-106.29739257494822,213.67480585112406,-53.64700237778953,-12.035520321167077,57.919231815672866,-2.544082515183735,3.7882586077873217,-35.85978839965044,34.9742670354639,-5.41185557620441
42,anpage,-117.10580039769262,221.90312380482402,-53.05297092182617,-7.600289856322348,52.995027172491106,0.7031198498660274,4.861588237875425,-33.75048877684622,31.951541041466683,-3.5580699120699606
43,anpage,-111.70451790839229,218.01959510978537,-51.75997500147661,-14.44543109301273,56.15391667936633,-1.018742283872303,4.7858359149026874,-33.75915838968398,33.8779440857521,-3.507423523266514
44,anpage,-110.49626450869027,222.1278061499815,-51.49024884114249,-13.724986789887353,57.36136850435853,-1.1021834945466829,3.5489752651576403,-35.33306064561672,36.61127363274724,-2.1194101446132727
45,anpage,-102.74174993775858,221.50936961284697,-46.60497844463494,-15.816806749618689,50.091280496553296,5.934892598938333,2.4942478018395136,-33.28486088187352,35.89298857153302,-4.843968659085054
46,anpage,-92.23983862495959,213.60096262617992,-53.355953941850046,-18.055918476104708,58.238832832323126,1.4284779272018007,9.01117689556088,-34.2878442378515,42.14764682323944,-4.407047179872167
47,anpage,-99.77751353132065,218.0858007226384,-48.7919990017425,-15.630635940315276,51.96017556031367,6.8921961553551725,4.849062867612433,-32.02798434484621,40.07978410575005,-4.804802880410619
48,anpage,-100.08300827666991,221.72197131834358,-47.391589882316524,-14.241037625701598,53.94734674892605,3.313220059653215,4.830840702538826,-34.472683732401535,40.75510411839783,-3.990035709255128
49,anpage,-98.00436085180208,219.30529902911076,-49.912179244966666,-18.273917516063474,51.196692575251696,5.629558549964123,3.80511595304492,-33.602645152611906,35.21342689273207,-7.6727884311922905
50,anpage,-100.43685054732109,222.78515872122114,-47.13100973602671,-15.391539582883528,55.84171848448508,0.3377167958877294,4.650608363827004,-33.9708688169439,40.542044050666334,-3.7125026920504083
