,name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Bob_Newhart_,-368.735642455526,46.461770002609555,-242.26115312866548,137.05710011442318,-81.33806877412285,-61.37732574374327,-64.29307411137903,15.27558547123373,-50.301328222998904,-58.76568004510935,9.083643174381294,32.65778049443381,-37.954149465386315,-9.285602934261085,47.66206326197374,28.695718383257976,-66.02434496334348,-14.275987519074498,-30.844095687641747,40.77158200089043
1,Ben_Chandler_,324.08918006631944,45.85391450776918,-170.1719385722063,118.5470905549687,-47.15524467740142,149.42738314900598,-102.19345053533785,-72.55720848259114,13.418921736188366,36.467509679891144,-82.2300347423298,-13.22807853476587,152.0815185407942,18.011662696447786,-60.8191181423218,78.3069965843064,72.76594182910898,-72.47041487370963,-65.24032357207895,-4.226002547085404
2,Anthony_Pico_,177.0406079226432,-332.54659728349526,20.42676087506223,38.74617591778414,157.62345337226446,-28.13125235513948,-77.79526363926784,-75.02839885276825,112.5449880198503,92.60575935096024,-3.51904678359044,-19.88486824827821,120.60874228978568,27.680719254276582,-54.52671196082008,0.4421361881176278,76.88180878670781,-1.9006664141475937,-23.781003842616943,44.22877133676659
3,Chip_Knight_,235.07179386168255,73.41643111799394,-90.80458499598349,-68.25404770606573,72.48163671771779,-105.08443480674912,45.91966345264244,9.218672167532748,-62.2546771999337,4.678213505762507,11.73092529770657,39.82340226912886,18.874091581746047,-23.985014991794102,50.683187758257844,-9.15370575589493,4.128727043161186,-56.13674354029798,17.071710158902327,20.914993422366052
4,Brad_Brownell_,-650.7315829551636,-9.372888492148167,-151.84162360803344,152.7658839089517,-88.99836503573177,38.180594353278984,-16.42700028564385,36.43852452782354,25.89782322724745,1.2026132117707622,14.26385954061672,-18.423869524172524,13.166100329252856,-35.1023825986458,68.75240954494365,-23.3591665051591,5.955318812298083,-4.057610810955278,-35.99067666264123,7.9350500525943675
5,Christine_Ebersole_,7.026753040518621,192.45645319643083,-247.91590204144768,-98.65514945508596,-178.89283306567796,-79.40706369949228,206.41653431543733,-37.09514988753899,-47.51917875241932,71.67792442120192,-33.3082181626246,70.60815837374575,39.567946591629365,34.90346595194282,9.687460967810624,42.8520215623115,13.881599853626051,-107.56556430921134,-74.25845269535156,20.345830462154993
6,Christine_Ebersole_,-274.6109661790496,224.6718125159101,-143.43563393752015,-5.826506121090173,-266.1698097763411,-62.987606862644164,88.51829608961002,-115.49581051686218,15.011421872331578,50.10207135074707,-0.633631476497186,115.93044051486903,15.221282257550357,3.433305233078258,41.409855737607494,-2.446107487954921,-67.21350992458366,-64.93879228382573,-45.09125335141858,10.120034057046812
7,Bill_Byrne_,-356.01937699720514,23.373674668754802,53.29651678847406,27.17171869985044,-72.31613603501117,74.97353715116591,5.741752805449296,-48.45400905860936,-104.69139450289404,-62.882794761189324,11.775141452536005,27.01451446901867,-24.3155262500758,35.91933588146727,9.201456726074529,35.15908519030455,100.45691978672136,88.46064466266999,-50.76343617318809,-4.723218190735242
8,Bill_Cartwright_,-315.19409244149153,42.678147823776094,57.87340118357469,224.18223398808541,-100.8688176535762,-220.65927214522833,-78.8698047433281,-68.41467711305977,-42.84564040875987,34.55246558009228,53.094200491720244,-21.48269081901706,16.487308583123934,-32.20114514898643,-34.97081074126361,-1.7693154534313678,-30.2430103919178,-28.97698323437649,-77.06244449301482,-2.5258687743506893
9,Beth_Jones_,303.9024436946553,21.731108644314325,-47.9708056573821,-34.12337261406695,-26.284706313026845,-51.763073177797416,23.277386310185427,-64.87453693626139,-41.97906424166754,-21.43584917244628,50.485526817646324,-6.619678905029183,34.262826138465385,-12.168559030975832,67.51361419642011,-57.91268013456131,-6.038028586793719,-56.20881109801053,14.128689257409686,-18.38817045953819
10,Beth_Jones_,-253.19614258349296,-119.15079898752838,25.882573899270735,34.40915487329279,119.14884967835708,49.38749755982529,-93.87093608104271,3.0828503022999274,49.60537117071429,-109.52504596802854,-21.305000856760586,63.67344143238122,-73.63793460957095,-85.80213988820758,-20.317506949429852,-12.83646631984248,-72.46878753526465,53.36948915388356,40.605378335056585,20.474915013315517
11,Bart_Hendricks_,361.12594599571486,297.30918964689,-244.07822440037168,-11.806042166605788,-103.61731550342847,11.289422903501617,81.8632438128091,49.96918334893973,82.64736808748111,-185.68649243257792,30.520696570765054,-48.238774671599636,2.890542930718219,119.12407939121633,55.75941043900667,-69.69579121970251,-47.2490911659045,37.15405050374976,-7.492170339242373,-27.44464629232363
12,David_Brown_,167.8229694940344,85.31798251214437,-2.309045853692769,13.118152420444211,-30.919764041780045,21.71013569471547,86.5687419677272,21.20442045258575,108.41888851859426,-52.87730935382231,2.185120134342819,47.3605718423686,24.773558331299014,9.475107619624467,-63.862539331186724,3.7305333385057864,-25.86049071951391,-3.106018281976227,14.812818344355456,-27.458401377928286
13,Chris_Byrd_,114.02200784808664,244.8677495068252,-39.77123486202586,-48.88542613517713,7.510989716348853,-55.80944985131409,-33.14439287028203,57.46767914125583,-138.64932326041543,-131.16844412331008,-65.08942721488565,28.836159889210094,13.842005795191035,-20.112629889838942,-36.93752132663303,-55.33597660983809,26.042556596610368,57.53598533484486,37.542759988140396,29.52588686341635
14,Chris_Byrd_,436.10796524008526,118.3665360734236,-217.34592242643993,3.563946795309711,50.684223244734305,-23.626713183750866,2.0903501081395213,-13.441913122364252,4.665975949948519,-51.07563394225062,9.125432789662852,44.54140554410642,34.77374257410713,-49.382795526812984,-87.16945596276388,-7.040428980440109,25.05183296359583,50.38693638472786,-16.20169071444363,26.476672877678908
15,Boris_Jordan_,-310.1953436190421,-413.5761764682755,-63.61897053408667,16.271610955918423,-69.52246531383315,16.961707663445935,109.9061319200538,-44.09108040267502,-28.867561478222186,-27.379120750846557,-87.96969402924053,24.384564682039198,38.68079994160787,1.7874895539354299,33.972774983054194,24.041462666064525,25.820646482281024,14.876935674695616,-11.038889996395952,68.29177057378021
